yourlist:M202205184ABAA9BC7178C81CEBC9459510EDDEA34D94DBZ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
ECHA_MOUSE,Q8BMS1,ECHA_MOUSE,reviewed,"Trifunctional enzyme subunit alpha, mitochondrial (Monolysocardiolipin acyltransferase) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]",Hadha,Mus musculus (Mouse),763
ECHB_MOUSE,Q99JY0,ECHB_MOUSE,reviewed,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",Hadhb,Mus musculus (Mouse),475
ECHD1_MOUSE,Q9D9V3,ECHD1_MOUSE,reviewed,Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD),Echdc1,Mus musculus (Mouse),322
ECHD2_MOUSE,Q3TLP5,ECHD2_MOUSE,reviewed,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",Echdc2 D4Ertd765e,Mus musculus (Mouse),296
ECHD3_MOUSE,Q9D7J9,ECHD3_MOUSE,reviewed,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Echdc3,Mus musculus (Mouse),300
ECHM_MOUSE,Q8BH95,ECHM_MOUSE,reviewed,"Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)",Echs1,Mus musculus (Mouse),290
ECHP_MOUSE,Q9DBM2,ECHP_MOUSE,reviewed,"Peroxisomal bifunctional enzyme (PBE) (PBFE) (L-peroxisomal bifunctional enzyme) (L-PBE) (Multifunctional enzyme 1) (MFE1) (Multifunctional protein 1) (MFP-1) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]",Ehhadh L-pbe,Mus musculus (Mouse),718
ECI1_MOUSE,P42125,ECI1_MOUSE,reviewed,"Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)",Eci1 Dci,Mus musculus (Mouse),289
ECI2_MOUSE,Q9WUR2,ECI2_MOUSE,reviewed,"Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI)",Eci2 Peci,Mus musculus (Mouse),391
ECI3_MOUSE,Q78JN3,ECI3_MOUSE,reviewed,"Enoyl-CoA delta isomerase 3, peroxisomal (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)",Eci3,Mus musculus (Mouse),317
ECM29_MOUSE,Q6PDI5,ECM29_MOUSE,reviewed,Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog),Ecpas Ecm29 Kiaa0368,Mus musculus (Mouse),1840
ECSIT_MOUSE,Q9QZH6,ECSIT_MOUSE,reviewed,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)",Ecsit Sitpec,Mus musculus (Mouse),435
EDF1_MOUSE,Q9JMG1,EDF1_MOUSE,reviewed,Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1),Edf1,Mus musculus (Mouse),148
EEA1_MOUSE,Q8BL66,EEA1_MOUSE,reviewed,Early endosome antigen 1,Eea1,Mus musculus (Mouse),1411
EF1A1_MOUSE,P10126,EF1A1_MOUSE,reviewed,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1),Eef1a1 Eef1a,Mus musculus (Mouse),462
EF1B_MOUSE,O70251,EF1B_MOUSE,reviewed,Elongation factor 1-beta (EF-1-beta),Eef1b Eef1b2,Mus musculus (Mouse),225
EF1D_MOUSE,P57776,EF1D_MOUSE,reviewed,Elongation factor 1-delta (EF-1-delta),Eef1d,Mus musculus (Mouse),281
EF1G_MOUSE,Q9D8N0,EF1G_MOUSE,reviewed,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),Eef1g,Mus musculus (Mouse),437
EF2_MOUSE,P58252,EF2_MOUSE,reviewed,Elongation factor 2 (EF-2),Eef2,Mus musculus (Mouse),858
EFGM_MOUSE,Q8K0D5,EFGM_MOUSE,reviewed,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)",Gfm1 Efg Efg1 Gfm,Mus musculus (Mouse),751
EFHD2_MOUSE,Q9D8Y0,EFHD2_MOUSE,reviewed,EF-hand domain-containing protein D2 (Swiprosin-1),Efhd2 Sws1,Mus musculus (Mouse),240
EFL1_MOUSE,Q8C0D5,EFL1_MOUSE,reviewed,Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A),Efl1 Eftud1,Mus musculus (Mouse),1127
EFTS_MOUSE,Q9CZR8,EFTS_MOUSE,reviewed,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)",Tsfm,Mus musculus (Mouse),324
EFTU_MOUSE,Q8BFR5,EFTU_MOUSE,reviewed,"Elongation factor Tu, mitochondrial",Tufm,Mus musculus (Mouse),452
EGFR_MOUSE,Q01279,EGFR_MOUSE,reviewed,Epidermal growth factor receptor (EC 2.7.10.1),Egfr,Mus musculus (Mouse),1210
EHD1_MOUSE,Q9WVK4,EHD1_MOUSE,reviewed,EH domain-containing protein 1 (PAST homolog 1) (mPAST1),Ehd1 Past1,Mus musculus (Mouse),534
EHD3_MOUSE,Q9QXY6,EHD3_MOUSE,reviewed,EH domain-containing protein 3,Ehd3 Ehd2,Mus musculus (Mouse),535
EI2BB_MOUSE,Q99LD9,EI2BB_MOUSE,reviewed,Translation initiation factor eIF-2B subunit beta (eIF-2B GDP-GTP exchange factor subunit beta),Eif2b2,Mus musculus (Mouse),351
EI2BD_MOUSE,Q61749,EI2BD_MOUSE,reviewed,Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta),Eif2b4 Eif2b Eif2bd Jgr1a,Mus musculus (Mouse),524
EI3JA_MOUSE,Q3UGC7,EI3JA_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit J-A (eIF3j-A) (Eukaryotic translation initiation factor 3 subunit 1-A) (eIF-3-alpha-A) (eIF3 p35),Eif3j1 Eif3s1-1,Mus musculus (Mouse),261
EIF1B_MOUSE,Q9CXU9,EIF1B_MOUSE,reviewed,Eukaryotic translation initiation factor 1b (eIF1b),Eif1b,Mus musculus (Mouse),113
EIF2A_MOUSE,Q8BJW6,EIF2A_MOUSE,reviewed,"Eukaryotic translation initiation factor 2A (eIF-2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]",Eif2a D3Ertd194e,Mus musculus (Mouse),581
EIF3A_MOUSE,P23116,EIF3A_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Centrosomin) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185) (p162),Eif3a Csma Eif3 Eif3s10,Mus musculus (Mouse),1344
EIF3B_MOUSE,Q8JZQ9,EIF3B_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116),Eif3b Eif3s9,Mus musculus (Mouse),803
EIF3C_MOUSE,Q8R1B4,EIF3C_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eif3c Eif3s8,Mus musculus (Mouse),911
EIF3D_MOUSE,O70194,EIF3D_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66),Eif3d Eif3s7,Mus musculus (Mouse),548
EIF3E_MOUSE,P60229,EIF3E_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (MMTV integration site 6) (Mammary tumor-associated protein INT-6) (Viral integration site protein INT-6) (eIF-3 p48),Eif3e Eif3s6 Int6,Mus musculus (Mouse),445
EIF3F_MOUSE,Q9DCH4,EIF3F_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),Eif3f Eif3s5,Mus musculus (Mouse),361
EIF3G_MOUSE,Q9Z1D1,EIF3G_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),Eif3g Eif3p42 Eif3s4,Mus musculus (Mouse),320
EIF3H_MOUSE,Q91WK2,EIF3H_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit),Eif3h Eif3s3,Mus musculus (Mouse),352
EIF3I_MOUSE,Q9QZD9,EIF3I_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),Eif3i Eif3s2 Trip1,Mus musculus (Mouse),325
EIF3K_MOUSE,Q9DBZ5,EIF3K_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25),Eif3k Eif3s12,Mus musculus (Mouse),218
EIF3L_MOUSE,Q8QZY1,EIF3L_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit L (eIF3l) (66 kDa tyrosine-rich heat shock protein) (67 kDa polymerase-associated factor) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein) (HSP-66Y) (PAF67),Eif3l Eif3eip Eif3s6ip Paf67,Mus musculus (Mouse),564
EIF3M_MOUSE,Q99JX4,EIF3M_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit M (eIF3m) (PCI domain-containing protein 1),Eif3m Pcid1,Mus musculus (Mouse),374
EKI2_MOUSE,A7MCT6,EKI2_MOUSE,reviewed,Ethanolamine kinase 2 (EKI 2) (EC 2.7.1.82) (Ethanolamine kinase-like protein),Etnk2 Tuc1,Mus musculus (Mouse),385
ELAV1_MOUSE,P70372,ELAV1_MOUSE,reviewed,ELAV-like protein 1 (Elav-like generic protein) (Hu-antigen R) (HuR) (MelG),Elavl1 Elra Hua,Mus musculus (Mouse),326
ELOB_MOUSE,P62869,ELOB_MOUSE,reviewed,Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2),Elob Tceb2,Mus musculus (Mouse),118
ELOC_MOUSE,P83940,ELOC_MOUSE,reviewed,Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1),Eloc Tceb1,Mus musculus (Mouse),112
ELOV2_MOUSE,Q9JLJ4,ELOV2_MOUSE,reviewed,Elongation of very long chain fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl2) (ELOVL fatty acid elongase 2) (ELOVL FA elongase 2) (Very long chain 3-ketoacyl-CoA synthase 2) (Very long chain 3-oxoacyl-CoA synthase 2),Elovl2 Ssc2,Mus musculus (Mouse),292
ELP1_MOUSE,Q7TT37,ELP1_MOUSE,reviewed,Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein),Elp1 Ikap Ikbkap,Mus musculus (Mouse),1333
EMAL2_MOUSE,Q7TNG5,EMAL2_MOUSE,reviewed,Echinoderm microtubule-associated protein-like 2 (EMAP-2),Eml2,Mus musculus (Mouse),649
EMC1_MOUSE,Q8C7X2,EMC1_MOUSE,reviewed,ER membrane protein complex subunit 1,Emc1 Kiaa0090,Mus musculus (Mouse),997
EMC2_MOUSE,Q9CRD2,EMC2_MOUSE,reviewed,ER membrane protein complex subunit 2 (Tetratricopeptide repeat protein 35) (TPR repeat protein 35),Emc2 Kiaa0103 Ttc35,Mus musculus (Mouse),297
EMC3_MOUSE,Q99KI3,EMC3_MOUSE,reviewed,ER membrane protein complex subunit 3 (Transmembrane protein 111),Emc3 Tmem111,Mus musculus (Mouse),261
EMC4_MOUSE,Q9CZX9,EMC4_MOUSE,reviewed,ER membrane protein complex subunit 4 (Transmembrane protein 85),Emc4 Tmem85,Mus musculus (Mouse),183
EMC8_MOUSE,O70378,EMC8_MOUSE,reviewed,ER membrane protein complex subunit 8 (Neighbor of COX4),Emc8 Cox4al Cox4nb Noc4,Mus musculus (Mouse),207
ENOA_MOUSE,P17182,ENOA_MOUSE,reviewed,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE),Eno1 Eno-1,Mus musculus (Mouse),434
ENOB_MOUSE,P21550,ENOB_MOUSE,reviewed,Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase),Eno3 Eno-3,Mus musculus (Mouse),434
ENOG_MOUSE,P17183,ENOG_MOUSE,reviewed,Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE),Eno2 Eno-2,Mus musculus (Mouse),434
ENPL_MOUSE,P08113,ENPL_MOUSE,reviewed,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96),Hsp90b1 Grp94 Tra-1 Tra1,Mus musculus (Mouse),802
ENPP1_MOUSE,P06802,ENPP1_MOUSE,reviewed,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Lymphocyte antigen 41) (Ly-41) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Cleaved into: Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form] [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]",Enpp1 Npps Pc1 Pdnp1,Mus musculus (Mouse),906
ENTP5_MOUSE,Q9WUZ9,ENTP5_MOUSE,reviewed,Ectonucleoside triphosphate diphosphohydrolase 5 (NTPDase 5) (EC 3.6.1.6) (CD39 antigen-like 4) (ER-UDPase) (Guanosine-diphosphatase ENTPD5) (GDPase ENTPD5) (EC 3.6.1.42) (Nucleoside diphosphatase) (Uridine-diphosphatase ENTPD5) (UDPase ENTPD5),Entpd5 Cd39l4,Mus musculus (Mouse),427
EPB41_MOUSE,P48193,EPB41_MOUSE,reviewed,Protein 4.1 (P4.1) (4.1R) (Band 4.1) (Erythrocyte membrane protein band 4.1),Epb41 Epb4.1 Kiaa4056,Mus musculus (Mouse),858
EPB42_MOUSE,P49222,EPB42_MOUSE,reviewed,Protein 4.2 (P4.2) (Erythrocyte membrane protein band 4.2) (Erythrocyte protein 4.2),Epb42 Epb4.2,Mus musculus (Mouse),691
EPIPL_MOUSE,Q8R0W0,EPIPL_MOUSE,reviewed,Epiplakin,Eppk1 EPPK,Mus musculus (Mouse),6548
EPN1_MOUSE,Q80VP1,EPN1_MOUSE,reviewed,Epsin-1 (EPS-15-interacting protein 1) (Intersectin-EH-binding protein 1) (Ibp1),Epn1,Mus musculus (Mouse),575
EPN4_MOUSE,Q99KN9,EPN4_MOUSE,reviewed,Clathrin interactor 1 (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR),Clint1 Enth Epn4 Epnr Kiaa0171,Mus musculus (Mouse),631
EPT1_MOUSE,Q80TA1,EPT1_MOUSE,reviewed,Ethanolaminephosphotransferase 1 (EC 2.7.8.1) (Selenoprotein I) (SelI),Selenoi D5Wsu178e Ept1 Kiaa1724,Mus musculus (Mouse),398
ERAP1_MOUSE,Q9EQH2,ERAP1_MOUSE,reviewed,Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase),Erap1 Appils Arts1,Mus musculus (Mouse),930
ERF1_MOUSE,Q8BWY3,ERF1_MOUSE,reviewed,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1),Etf1,Mus musculus (Mouse),437
ERF3A_MOUSE,Q8R050,ERF3A_MOUSE,reviewed,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog),Gspt1 Erf3a,Mus musculus (Mouse),636
ERF3B_MOUSE,Q149F3,ERF3B_MOUSE,reviewed,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (G1 to S phase transition protein 2 homolog),Gspt2 Erf3b,Mus musculus (Mouse),632
ERG24_MOUSE,Q71KT5,ERG24_MOUSE,reviewed,Delta(14)-sterol reductase TM7SF2 (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2),Tm7sf2,Mus musculus (Mouse),418
ERG28_MOUSE,Q9ERY9,ERG28_MOUSE,reviewed,Ergosterol biosynthetic protein 28 homolog,Erg28 Orf11,Mus musculus (Mouse),140
ERGI1_MOUSE,Q9DC16,ERGI1_MOUSE,reviewed,Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32),Ergic1 Ergic32,Mus musculus (Mouse),290
ERH_MOUSE,P84089,ERH_MOUSE,reviewed,Enhancer of rudimentary homolog (Mer),Erh,Mus musculus (Mouse),104
ERLN1_MOUSE,Q91X78,ERLN1_MOUSE,reviewed,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04 homolog) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),Erlin1 Keo4 Spfh1,Mus musculus (Mouse),348
ERLN2_MOUSE,Q8BFZ9,ERLN2_MOUSE,reviewed,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),Erlin2 Spfh2,Mus musculus (Mouse),340
ERMP1_MOUSE,Q3UVK0,ERMP1_MOUSE,reviewed,Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina),Ermp1 D19Wsu12e Fxna Kiaa1815,Mus musculus (Mouse),898
ERO1A_MOUSE,Q8R180,ERO1A_MOUSE,reviewed,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha),Ero1a Ero1l,Mus musculus (Mouse),464
ERO1B_MOUSE,Q8R2E9,ERO1B_MOUSE,reviewed,ERO1-like protein beta (ERO1-L-beta) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase beta) (Endoplasmic reticulum oxidoreductin-1-like protein B) (Oxidoreductin-1-L-beta),Ero1b Ero1lb,Mus musculus (Mouse),467
ERP29_MOUSE,P57759,ERP29_MOUSE,reviewed,Endoplasmic reticulum resident protein 29 (ERp29),Erp29,Mus musculus (Mouse),262
ERP44_MOUSE,Q9D1Q6,ERP44_MOUSE,reviewed,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),Erp44 Kiaa0573 Txndc4,Mus musculus (Mouse),406
ES8L2_MOUSE,Q99K30,ES8L2_MOUSE,reviewed,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),Eps8l2 Eps8r2,Mus musculus (Mouse),729
EST1C_MOUSE,P23953,EST1C_MOUSE,reviewed,Carboxylesterase 1C (EC 3.1.1.1) (Liver carboxylesterase N) (Lung surfactant convertase) (PES-N),Ces1c Es1,Mus musculus (Mouse),554
EST1D_MOUSE,Q8VCT4,EST1D_MOUSE,reviewed,Carboxylesterase 1D (Carboxylesterase 3) (EC 3.1.1.1) (EC 3.1.1.67) (Fatty acid ethyl ester synthase) (FAEE synthase) (Triacylglycerol hydrolase) (TGH),Ces1d Ces1 Ces3,Mus musculus (Mouse),565
EST1E_MOUSE,Q64176,EST1E_MOUSE,reviewed,Carboxylesterase 1E (EC 3.1.1.1) (Egasyn) (Liver carboxylesterase 22) (Es-22) (Esterase-22),Ces1e Es22,Mus musculus (Mouse),562
EST1F_MOUSE,Q91WU0,EST1F_MOUSE,reviewed,Carboxylesterase 1F (EC 3.1.1.1) (Carboxylic ester hydrolase) (Triacylglycerol hydrolase 2) (TGH-2),Ces1f CesML1,Mus musculus (Mouse),561
EST1_MOUSE,Q8VCC2,EST1_MOUSE,reviewed,Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase) (Carboxylesterase 1G) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13) (ES-x),Ces1 Ces1g,Mus musculus (Mouse),565
EST2A_MOUSE,Q8QZR3,EST2A_MOUSE,reviewed,Pyrethroid hydrolase Ces2a (EC 3.1.1.88) (Carboxylic ester hydrolase 2A) (EC 3.1.1.-) (carboxylesterase 2A),Ces2a Ces6,Mus musculus (Mouse),558
EST2C_MOUSE,Q91WG0,EST2C_MOUSE,reviewed,Acylcarnitine hydrolase (ACH M1) (EC 3.1.1.28) (Carboxylesterase 2) (CES 2) (Carboxylic ester hydrolase) (EC 3.1.1.-) (Peroxisome proliferator-inducible acylcarnitine hydrolase),Ces2c Ces2,Mus musculus (Mouse),561
EST2E_MOUSE,Q8BK48,EST2E_MOUSE,reviewed,Pyrethroid hydrolase Ces2e (EC 3.1.1.88) (Carboxylic ester hydrolase) (EC 3.1.1.-) (carboxylesterase 2E),Ces2e Ces5,Mus musculus (Mouse),559
EST3A_MOUSE,Q63880,EST3A_MOUSE,reviewed,Carboxylesterase 3A (EC 3.1.1.1) (ES-male) (Liver carboxylesterase 31) (Esterase-31),Ces3a Es31,Mus musculus (Mouse),571
EST3B_MOUSE,Q8VCU1,EST3B_MOUSE,reviewed,Carboxylesterase 3B (EC 3.1.1.1) (Liver carboxylesterase 31-like),Ces3b Gm4738,Mus musculus (Mouse),571
ESTD_MOUSE,Q9R0P3,ESTD_MOUSE,reviewed,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase 10) (Esterase D) (Sid 478),Esd Es10 Sid478,Mus musculus (Mouse),282
ESYT1_MOUSE,Q3U7R1,ESYT1_MOUSE,reviewed,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),Esyt1 Fam62a Mbc2,Mus musculus (Mouse),1092
ETFA_MOUSE,Q99LC5,ETFA_MOUSE,reviewed,"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)",Etfa,Mus musculus (Mouse),333
ETFB_MOUSE,Q9DCW4,ETFB_MOUSE,reviewed,Electron transfer flavoprotein subunit beta (Beta-ETF),Etfb,Mus musculus (Mouse),255
ETFD_MOUSE,Q921G7,ETFD_MOUSE,reviewed,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)",Etfdh,Mus musculus (Mouse),616
ETHE1_MOUSE,Q9DCM0,ETHE1_MOUSE,reviewed,"Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1 homolog) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)",Ethe1 Hsco,Mus musculus (Mouse),254
EWS_MOUSE,Q61545,EWS_MOUSE,reviewed,RNA-binding protein EWS,Ewsr1 Ews Ewsh,Mus musculus (Mouse),655
EZRI_MOUSE,P26040,EZRI_MOUSE,reviewed,Ezrin (Cytovillin) (Villin-2) (p81),Ezr Vil2,Mus musculus (Mouse),586
F10A1_MOUSE,Q99L47,F10A1_MOUSE,reviewed,Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog),St13 Fam10a1 Hip,Mus musculus (Mouse),371
F1142_MOUSE,Q8VE88,F1142_MOUSE,reviewed,Protein FAM114A2,Fam114a2,Mus musculus (Mouse),497
F120A_MOUSE,Q6A0A9,F120A_MOUSE,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),FAM120A Kiaa0183 Ossa,Mus musculus (Mouse),1112
F162A_MOUSE,Q9D6U8,F162A_MOUSE,reviewed,Protein FAM162A (E2-induced gene 5 protein homolog) (Growth and transformation-dependent protein) (HGTD-P),Fam162a E2ig5,Mus musculus (Mouse),155
F16P1_MOUSE,Q9QXD6,F16P1_MOUSE,reviewed,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Fructose-1,6-bisphosphatase isozyme 3) (FBPase 3) (Liver FBPase)",Fbp1 Fbp Fbp3,Mus musculus (Mouse),338
F234A_MOUSE,Q8C0Z1,F234A_MOUSE,reviewed,Protein FAM234A (Protein ITFG3),Fam234a Itfg3,Mus musculus (Mouse),555
F261_MOUSE,P70266,F261_MOUSE,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (6PF-2-K/Fru-2,6-P2ase 1) (PFK/FBPase 1) (6PF-2-K/Fru-2,6-P2ase liver isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",Pfkfb1,Mus musculus (Mouse),471
FA98A_MOUSE,Q3TJZ6,FA98A_MOUSE,reviewed,Protein FAM98A,Fam98a,Mus musculus (Mouse),515
FAAA_MOUSE,P35505,FAAA_MOUSE,reviewed,Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),Fah,Mus musculus (Mouse),419
