ComplexID,ComplexName,Organism,Synonyms,Cell line,subunits(UniProt IDs),subunits(Entrez IDs),Protein complex purification method,GO ID,GO description,FunCat ID,FunCat description,PubMed ID,Complex comment,Disease comment,Subunits comment,SWISSPROT organism,subunits(Protein name),subunits(Gene name),subunits(Gene name syn)
5185,Hdac2-Mecp2-Sin3a-Smarca2 complex,Mouse,Hdac2-Mecp2-Sin3a-Brm complex,NIH3T3 cells,P70288;Q3UX55;Q60520;Q9Z2D6,15182;67155;20466;17257,MI:0029-cosedimentation through density gradients;MI:0096-pull down,GO:0045892;GO:0006338;GO:0051325,"negative regulation of transcription, DNA-templated;chromatin remodeling;interphase",11.02.03.04.03,transcription repression,15696166,"Transcriptional repression of methylated genes can be mediated by the methyl-CpG binding protein MeCP2. Both Sin3a and HDAC2 coeluted with MeCP2 and components of the Brm complex. MeCP2, Brm and HDAC2 colocalize in mouse interphase nuclei.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Histone deacetylase 2;Putative uncharacterized protein;Paired amphipathic helix protein Sin3a;Methyl-CpG-binding protein 2,Hdac2;Smarca2;Sin3a;Mecp2,"Yy1bp;Baf190b, Brm, Snf2a, Snf2l2;Kiaa4126;None"
5227,p14-Mp1-Erk1/2 complex,Mouse,None,EpH4 cells,O88653;P63085;Q63844;Q9JHS3,56692;26413;26417;83409,MI:0029-cosedimentation through density gradients,GO:0000165;GO:0005886,MAPK cascade;plasma membrane,30.01.05.01.03;70.02,MAPKKK cascade;eukaryotic plasma membrane / membrane attached,11266467,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Ragulator complex protein LAMTOR3;Mitogen-activated protein kinase 1;Mitogen-activated protein kinase 3;Ragulator complex protein LAMTOR2,Lamtor3;Mapk1;Mapk3;Lamtor2,"Map2k1ip1, Mapbp, Mapksp1;Erk2, Mapk, Prkm1;Erk1, Prkm3;Mapbpip, Robld3"
5271,Kif3-cadherin-catenin complex,Mouse,None,None,P15116;P30999;P70188;Q02248;Q61771,12558;12388;16579;12387;16569,MI:0019- coimmunoprecipitation,GO:0007420,brain development,47.03.01.01.01,brain,15834408,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Cadherin-2;Catenin delta-1;Kinesin-associated protein 3;Catenin beta-1;Kinesin-like protein KIF3B,Cdh2;Ctnnd1;Kifap3;Ctnnb1;Kif3b,None;Catns Kiaa0384;Kap3;Catnb;None
5311,Cd3g-Cd3e-Cd247-Canx complex,Mouse,None,None,P11942;P22646;P24161;P35564,12502;12501;12503;12330,MI:0019- coimmunoprecipitation,GO:0023052;GO:0030217;GO:0005886,signaling;T cell differentiation;plasma membrane,30.01;43.03.07.02.01.02;70.02,cellular signalling;T-cell;eukaryotic plasma membrane / membrane attached,9218590,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),T-cell surface glycoprotein CD3 gamma chain ;T-cell surface glycoprotein CD3 epsilon chain ;T-cell surface glycoprotein CD3 zeta chain ;Calnexin,Cd3g;Cd3e;Cd247;Canx,;;Cd3z Tcrz;
5333,Lef1-Tle1-Ctnnb1 complex,Mouse,None,None,P27782;Q02248;Q62440,16842;12387;21885,MI:0004- affinity chromatography technologies; MI:0027- cosedimentation,GO:2001141;GO:0006355;GO:0003677,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding",11.02.03.04;16.03.01,transcriptional control;DNA binding,15768032,"In the absence of nuclear beta-catenin, Tcf/Lefs act as transcriptional repressors by binding to Groucho/TLE proteins.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Lymphoid enhancer-binding factor 1 ;Catenin beta-1;Transducin-like enhancer protein 1,Lef1;Ctnnb1;Tle1,Lef-1;Catnb;Grg1
5436,Cyclin D1-associated protein complex,Mouse,None,NIH 3T3 cells,P17879;P25322;P30285;P39689,15511;12443;12567;12575,MI:0007- anti tag coimmunoprecipitation,GO:0000080,mitotic G1 phase,10.03.01.01.01,G1 phase of mitotic cell cycle,12588994,"Hsc70 functions in the maturation of cyclin D1, thereby facilitating the assembly of an active CyclinD1-CDK4 holoenzyme.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Heat shock 70 kDa protein 1B ;G1/S-specific cyclin-D1;Cyclin-dependent kinase 4;Cyclin-dependent kinase inhibitor 1,Hspa1b;Ccnd1;Cdk4;Cdkn1a,Hcp70.1 Hsp70-1 Hsp70a1 Hspa1;Cyl-1;Crk3;Cip1 Waf1
5459,Axin2-Ctnnb1-Apc complex,Mouse,None,None,O88566;Q02248;Q61315,12006;12387;11789,MI:0007- anti tag coimmunoprecipitation,GO:0016055,Wnt signaling pathway,30.05.02.20,Wnt signalling pathway,9554852,The authors suggest that the assembly of a multiprotein complex by conductin controls the stability of b-catenin.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Axin-2 ;Catenin beta-1;Adenomatous polyposis coli protein,Axin2;Ctnnb1;Apc,;Catnb;
5493,Tmsb4x-Lims1-Ilk complex,Mouse,None,"COS-1 cells, 10T1/2 cells, heart muscle",O55222;P20065;Q99JW4,16202;19241;110829,MI:0007-anti tag coimmunoprecipitation,GO:0016477;GO:0050896,cell migration;response to stimulus,34.05.01;36.25,cell migration;animal specific systemic sensing and response,15565145,"The authors showed that the LIM domain protein PINCH and ILK, both of which are necessary for cell migration and survival, formed a complex with thymosin beta4 that resulted in phosphorylation of the survival kinase Akt. Treatment of adult mice with thymosin beta4 after coronary ligation resulted in increased phosphorylation of Akt in the heart, enhanced early myocyte survival and improved cardiac function.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Integrin-linked protein kinase;Thymosin beta-4;LIM and senescent cell antigen-like-containing domain protein 1,Ilk;Tmsb4x;Lims1,None;Ptmb4 Tmsb4;Pinch1
5566,Isl1-Jak1-Stat3 complex,Mouse,None,COS-1 cells,P42227;P52332;P61372,20848;16451;16392,MI:0007-anti tag coimmunoprecipitation,GO:0007259;GO:0007399,JAK-STAT cascade;nervous system development,30.01.05.01.01;47.03.01,JAK-STAT cascade;nervous system,15659653,Isl1 may function as an adaptor protein that brings Jak1 and Stat3 in proximity and thereby facilitates Stat3 phosphorylation by Jak1.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Signal transducer and activator of transcription 3 ;Tyrosine-protein kinase JAK1 ;Insulin gene enhancer protein ISL-1,Stat3;Jak1;Isl1,Aprf;;None
5574,Vps29-Vps35-Vps26a complex,Mouse,None,None,P40336;Q9EQH3;Q9QZ88,30930;65114;56433,MI:0096- pull down; MI:0007- anti tag coimmunoprecipitation,GO:0006886;GO:0006605;GO:0015031;GO:0000301,"intracellular protein transport;protein targeting;protein transport;retrograde transport, vesicle recycling within Golgi",14.04;20.01.10;20.09.07.07,"protein targeting, sorting and translocation;protein transport;retrograde transport",15965486,The results show that this complex formation is essential for correct localization of mVps29 to endosomal compartments.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Vacuolar protein sorting-associated protein 26A ;Vacuolar protein sorting-associated protein 35 ;Vacuolar protein sorting-associated protein 29,Vps26a;Vps35;Vps29,Vps26;Mem3;None
5576,Pigr-Vps35-Vps26a-Vps29 complex,Rat,None,liver,P15083;Q3TJ43;Q6AY86;Q9QZ88,25046;65114;361846;56433,MI:0006-anti bait coimmunoprecipitation,GO:0006886;GO:0006605;GO:0015031;GO:0000301;GO:0005768,"intracellular protein transport;protein targeting;protein transport;retrograde transport, vesicle recycling within Golgi;endosome",14.04;20.01.10;20.09.07.07;70.22,"protein targeting, sorting and translocation;protein transport;retrograde transport;endosome",15247922,The authors showed that the mammalian Vps35-Vps29-Vps26 retromer subcomplex is involved in pIgR-pIgA transcytosis.,None,None,Rattus norvegicus (Rat);Mus musculus (Mouse);Rattus norvegicus (Rat);Mus musculus (Mouse),Polymeric immunoglobulin receptor;Putative uncharacterized protein;Vacuolar protein sorting-associated protein 26A;Vacuolar protein sorting-associated protein 29,Pigr;Vps35;Vps26a;Vps29,None;None;Vps26;None
5616,Hsp110-Hsc70-Hsp25 complex,Mouse,None,Colon-26 cells,P14602;P63017;Q61699,None;15481;15505,MI:0091- chromatography technologies,GO:0050821;GO:0006457,protein stabilization;protein folding,14.01,protein folding and stabilization,10631312,Mutational analysis indicate that Hsp25 and Hsp70 can interact with Hsp110 at different sites and that the association of Hsp110 with Hsp25 requires the peptide-binding domain of Hsp110.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Heat shock protein beta-1 ;Heat shock cognate 71 kDa protein;Heat shock protein 105 kDa,Hspb1;Hspa8;Hsph1,Hsp25 Hsp27;Hsc70 Hsc73;Hsp105 Hsp110 Kiaa0201
5627,Cdh23-Myo1c complex,Mouse,None,ear,Q99PF4;Q9WTI7,22295;17913,MI:0019-coimmunoprecipitation,GO:0005216,ion channel activity,20.03.01.01,ion channels,15057245,CDH23 and myosin-1c cooperate to regulate the activity of mechanically gated ion channels in hair cells.,None,None,Mus musculus (Mouse);Mus musculus (Mouse),Cadherin-23;Unconventional myosin-Ic,Cdh23;Myo1c,None;None
5693,Tip5-Dnmt-Hdac1 complex,Mouse,None,None,O09106;O88509;P13864;Q91YE5,433759;13436;13433;116848,MI:0096- pull down,GO:2001141;GO:0006355;GO:0006473;GO:0006476;GO:0003677,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;DNA binding",11.02.03.04;14.07.04;16.03.01,"transcriptional control;modification by acetylation, deacetylation;DNA binding",16085498,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Histone deacetylase 1;DNA ;DNA;Bromodomain adjacent to zinc finger domain protein 2A,Hdac1;Dnmt3b;Dnmt1;Baz2a,None;;Dnmt Met1 Uim;Kiaa0314 Tip5
5703,Bash-Bnas2/Cmtm3-Btk-Erk2 complex,Mouse,None,None,P35991;P63085;Q99LJ5;Q9QUN3,12229;26413;68119;17060,MI:0019- coimmunoprecipitation,GO:0007166,cell surface receptor signaling pathway,30.05,transmembrane signal transduction,15087455,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Tyrosine-protein kinase BTK;Mitogen-activated protein kinase 1;CKLF-like MARVEL transmembrane domain-containing protein 3 ;B-cell linker protein,Btk;Mapk1;Cmtm3;Blnk,"Bpk;Erk2, Mapk, Prkm1;Cklfsf3;Bash Ly57 Slp65"
5725,Mdm2-P53 complex,Mouse,None,None,P02340;P23804;P51480;Q9CXW4,22059;17246;12578;67025,MI:0019- coimmunoprecipitation,GO:0007049;GO:0000902;GO:0016049;GO:0008219,cell cycle;cell morphogenesis;cell growth;cell death,10.03;40.01;40.10,cell cycle;cell growth / morphogenesis;cell death,15989966,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Cellular tumor antigen p53 ;E3 ubiquitin-protein ligase Mdm2 ;Cyclin-dependent kinase inhibitor 2A ;60S ribosomal protein L11,Tp53;Mdm2;Cdkn2a;Rpl11,P53 Trp53;;P16ink4a;
5737,"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",Mouse,None,Splenic B cells,O08863;O88522;P27512;P39429;P47809;P53349;P61089;Q62210;Q8CE90,11796;16151;21939;22030;26398;26401;93765;11797;26400,MI:0006-anti bait coimmunoprecipitation,GO:0000165;GO:0019724;GO:0030183,MAPK cascade;B cell mediated immunity;B cell differentiation,30.01.05.01.03;36.25.16.03.01;43.03.07.02.01.01,MAPKKK cascade;humoral response (B-cells);B-cell,18635759,"With anti-CD40 as the immunoprecipitating antibody the complex included trace amounts of the MEKK1 substrates MKK4 and MKK7, furthermore it was shown that the amounts of most complex components declined between 10 and 30 min after stimulation. The results indicate that MAPK signaling, at least by CD40 and other TNFRs, follows a two-stage mechanism based on assembly of a multiprotein complex at the receptor that primes MAP3Ks for activation, but in which kinase activation is delayed until the complex is released to the cytoplasm.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Baculoviral IAP repeat-containing protein 3;NF-kappa-B essential modulator;Tumor necrosis factor receptor superfamily member 5;TNF receptor-associated factor 2;Dual specificity mitogen-activated protein kinase kinase 4;Mitogen-activated protein kinase kinase kinase 1;Ubiquitin-conjugating enzyme E2 N;Baculoviral IAP repeat-containing protein 2;Dual specificity mitogen-activated protein kinase kinase 7,Birc3;Ikbkg;Cd40;Traf2;Map2k4;Map3k1;Ube2n;Birc2;Map2k7,None;Nemo;Tnfrsf5;None;Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1;Mekk Mekk1;Blu;None;Mkk7
5742,"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",Mouse,None,Splenic B cells,O08863;O88522;P27512;P39429;P53349;P61089;Q62210,11796;16151;21939;22030;26401;93765;11797,MI:0006-anti bait coimmunoprecipitation,GO:0000165;GO:0019724;GO:0030183,MAPK cascade;B cell mediated immunity;B cell differentiation,30.01.05.01.03;36.25.16.03.01;43.03.07.02.01.01,MAPKKK cascade;humoral response (B-cells);B-cell,18635759,"With anti-MEKK1 as the immunoprecipitating antibody  it was shown that the apparent dissociation of the complex was not seen like in the anti-CD40 immunoprecipitated complexes,  where the amounts of most complex components declined between 10 and 30 min after stimulation. The results indicate that MAPK signaling, at least by CD40 and other TNFRs, follows a two-stage mechanism based on assembly of a multiprotein complex at the receptor that primes MAP3Ks for activation, but in which kinase activation is delayed until the complex is released to the cytoplasm.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Baculoviral IAP repeat-containing protein 3;NF-kappa-B essential modulator;Tumor necrosis factor receptor superfamily member 5;TNF receptor-associated factor 2;Mitogen-activated protein kinase kinase kinase 1;Ubiquitin-conjugating enzyme E2 N;Baculoviral IAP repeat-containing protein 2,Birc3;Ikbkg;Cd40;Traf2;Map3k1;Ube2n;Birc2,None;Nemo;Tnfrsf5;None;Mekk Mekk1;Blu;None
5743,"Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",Mouse,None,Splenic B cells,O88522;P27512;P39429;P53349;P61089,16151;21939;22030;26401;93765,MI:0006-anti bait coimmunoprecipitation,GO:0000165;GO:0019724;GO:0030183;GO:0005886,MAPK cascade;B cell mediated immunity;B cell differentiation;plasma membrane,30.01.05.01.03;36.25.16.03.01;43.03.07.02.01.01;70.02,MAPKKK cascade;humoral response (B-cells);B-cell;eukaryotic plasma membrane / membrane attached,18635759,"The complex isolated with either CD40, IKK-gamma, or MEKK1-specific antibodies was present in the membrane-containing fraction at 10 min after stimulation but was barely detected after 30 min.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),NF-kappa-B essential modulator;Tumor necrosis factor receptor superfamily member 5;TNF receptor-associated factor 2;Mitogen-activated protein kinase kinase kinase 1;Ubiquitin-conjugating enzyme E2 N,Ikbkg;Cd40;Traf2;Map3k1;Ube2n,Nemo;Tnfrsf5;None;Mekk Mekk1;Blu
5744,"Cytosolic multicomponent signaling complex, anti-CD40 stimulated, (Ikbkg, Map3k1, Traf2, Ube2n)",Mouse,None,Splenic B cells,O88522;P39429;P53349;P61089,16151;22030;26401;93765,MI:0006-anti bait coimmunoprecipitation,GO:0000165;GO:0019724;GO:0030183;GO:0005737,MAPK cascade;B cell mediated immunity;B cell differentiation;cytoplasm,30.01.05.01.03;36.25.16.03.01;43.03.07.02.01.01;70.03,MAPKKK cascade;humoral response (B-cells);B-cell;cytoplasm,18635759,"This complex containing TRAF2, MEKK1, IKK-gamma, and Ubc13, but not CD40, was detected in the soluble cytosol fraction within 10 min, and most of its components were relatively stably associated for up to 60 min after CD40 engagement.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),NF-kappa-B essential modulator;TNF receptor-associated factor 2;Mitogen-activated protein kinase kinase kinase 1;Ubiquitin-conjugating enzyme E2 N,Ikbkg;Traf2;Map3k1;Ube2n,Nemo;None;Mekk Mekk1;Blu
5806,Keap1-Nrf2-Cul3 complex,Mouse,None,liver,Q60795;Q9JLV5;Q9Z2X8,18024;26554;50868,MI:0029-cosedimentation through density gradients,GO:0043161;GO:0006511;GO:0000302;GO:0006979;GO:0005737,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to reactive oxygen species;response to oxidative stress;cytoplasm,14.13.01.01;32.01.01;70.03,proteasomal degradation (ubiquitin/proteasomal pathway);oxidative stress response;cytoplasm,17903176,The authors propose that Cul3 regulates the Nrf2 turnover through forming the Keap1-Nrf2-Cul3 complex.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Nuclear factor erythroid 2-related factor 2;Cullin-3;Kelch-like ECH-associated protein 1,Nfe2l2;Cul3;Keap1,Nrf-2 Nrf2;None;Inrf2 Kiaa0132
5879,"Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Mouse,None,NIH3T3 cells,P63330;Q61097;Q6ZWR4;Q76MZ3,19052;16706;72930;51792,MI:0006-anti bait coimmunoprecipitation,GO:0006470;GO:0000165;GO:0005886;GO:0046578,protein dephosphorylation;MAPK cascade;plasma membrane;regulation of Ras protein signal transduction,14.07.03;30.01.05.01.03;70.02,"modification by phosphorylation, dephosphorylation, autophosphorylation;MAPKKK cascade;eukaryotic plasma membrane / membrane attached",12932319,"The authors showed that the protein phosphatase PP2A is a component of the KSR1 scaffolding complex and demonstrated that PP2A activity is required for the stimulus-induced dephosphorylation of S392. The binding of the regulatory B subunit (Ppp2r2b) was dramatically increased by PDGF treatment. The data indicate that the PP2A core enzyme is a constitutive component of the KSR1 complex, whereas the regulatory B subunit interaction is induced by Ras pathway activation.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Kinase suppressor of Ras 1;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,Ppp2ca;Ksr1;Ppp2r2b;Ppp2r1a,None;Ksr;None;None
5880,"Ksr1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",Mouse,None,NIH3T3 cells,P63330;Q61097;Q76MZ3,19052;16706;51792,MI:0006-anti bait coimmunoprecipitation,GO:0006470;GO:0000165,protein dephosphorylation;MAPK cascade,14.07.03;30.01.05.01.03,"modification by phosphorylation, dephosphorylation, autophosphorylation;MAPKKK cascade",12932319,"The data indicate that the PP2A core enzyme is a constitutive component of the KSR1 complex, whereas the regulatory B (Ppp2r2b) subunit interaction is induced by Ras pathway activation.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Kinase suppressor of Ras 1;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,Ppp2ca;Ksr1;Ppp2r1a,None;Ksr;None
