yourlist:M20220311F248CABF64506F29A91F8037F07B67D145D581K,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q9WUR2,Q9WUR2,ECI2_MOUSE,reviewed,"Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI)",Eci2 Peci,Mus musculus (Mouse),391
Q6PDI5,Q6PDI5,ECM29_MOUSE,reviewed,Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog),Ecpas Ecm29 Kiaa0368,Mus musculus (Mouse),1840
Q8BL66,Q8BL66,EEA1_MOUSE,reviewed,Early endosome antigen 1,Eea1,Mus musculus (Mouse),1411
P10126,P10126,EF1A1_MOUSE,reviewed,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1),Eef1a1 Eef1a,Mus musculus (Mouse),462
O70251,O70251,EF1B_MOUSE,reviewed,Elongation factor 1-beta (EF-1-beta),Eef1b Eef1b2,Mus musculus (Mouse),225
P57776,P57776,EF1D_MOUSE,reviewed,Elongation factor 1-delta (EF-1-delta),Eef1d,Mus musculus (Mouse),281
Q9D8N0,Q9D8N0,EF1G_MOUSE,reviewed,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),Eef1g,Mus musculus (Mouse),437
P58252,P58252,EF2_MOUSE,reviewed,Elongation factor 2 (EF-2),Eef2,Mus musculus (Mouse),858
Q8K0D5,Q8K0D5,EFGM_MOUSE,reviewed,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)",Gfm1 Efg Efg1 Gfm,Mus musculus (Mouse),751
Q9CZR8,Q9CZR8,EFTS_MOUSE,reviewed,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)",Tsfm,Mus musculus (Mouse),324
Q8BFR5,Q8BFR5,EFTU_MOUSE,reviewed,"Elongation factor Tu, mitochondrial",Tufm,Mus musculus (Mouse),452
Q01279,Q01279,EGFR_MOUSE,reviewed,Epidermal growth factor receptor (EC 2.7.10.1),Egfr,Mus musculus (Mouse),1210
Q9WVK4,Q9WVK4,EHD1_MOUSE,reviewed,EH domain-containing protein 1 (PAST homolog 1) (mPAST1),Ehd1 Past1,Mus musculus (Mouse),534
Q9QXY6,Q9QXY6,EHD3_MOUSE,reviewed,EH domain-containing protein 3,Ehd3 Ehd2,Mus musculus (Mouse),535
Q99LD9,Q99LD9,EI2BB_MOUSE,reviewed,Translation initiation factor eIF-2B subunit beta (eIF-2B GDP-GTP exchange factor subunit beta),Eif2b2,Mus musculus (Mouse),351
Q61749,Q61749,EI2BD_MOUSE,reviewed,Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta),Eif2b4 Eif2b Eif2bd Jgr1a,Mus musculus (Mouse),524
Q3UGC7,Q3UGC7,EI3JA_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit J-A (eIF3j-A) (Eukaryotic translation initiation factor 3 subunit 1-A) (eIF-3-alpha-A) (eIF3 p35),Eif3j1 Eif3s1-1,Mus musculus (Mouse),261
Q8BJW6,Q8BJW6,EIF2A_MOUSE,reviewed,"Eukaryotic translation initiation factor 2A (eIF-2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]",Eif2a D3Ertd194e,Mus musculus (Mouse),581
P23116,P23116,EIF3A_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Centrosomin) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185) (p162),Eif3a Csma Eif3 Eif3s10,Mus musculus (Mouse),1344
Q8JZQ9,Q8JZQ9,EIF3B_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116),Eif3b Eif3s9,Mus musculus (Mouse),803
Q8R1B4,Q8R1B4,EIF3C_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eif3c Eif3s8,Mus musculus (Mouse),911
O70194,O70194,EIF3D_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66),Eif3d Eif3s7,Mus musculus (Mouse),548
P60229,P60229,EIF3E_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (MMTV integration site 6) (Mammary tumor-associated protein INT-6) (Viral integration site protein INT-6) (eIF-3 p48),Eif3e Eif3s6 Int6,Mus musculus (Mouse),445
Q9DCH4,Q9DCH4,EIF3F_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),Eif3f Eif3s5,Mus musculus (Mouse),361
Q9Z1D1,Q9Z1D1,EIF3G_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),Eif3g Eif3p42 Eif3s4,Mus musculus (Mouse),320
Q91WK2,Q91WK2,EIF3H_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit),Eif3h Eif3s3,Mus musculus (Mouse),352
Q9QZD9,Q9QZD9,EIF3I_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),Eif3i Eif3s2 Trip1,Mus musculus (Mouse),325
Q9DBZ5,Q9DBZ5,EIF3K_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25),Eif3k Eif3s12,Mus musculus (Mouse),218
Q8QZY1,Q8QZY1,EIF3L_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit L (eIF3l) (66 kDa tyrosine-rich heat shock protein) (67 kDa polymerase-associated factor) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein) (HSP-66Y) (PAF67),Eif3l Eif3eip Eif3s6ip Paf67,Mus musculus (Mouse),564
Q99JX4,Q99JX4,EIF3M_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit M (eIF3m) (PCI domain-containing protein 1),Eif3m Pcid1,Mus musculus (Mouse),374
P70372,P70372,ELAV1_MOUSE,reviewed,ELAV-like protein 1 (Elav-like generic protein) (Hu-antigen R) (HuR) (MelG),Elavl1 Elra Hua,Mus musculus (Mouse),326
P62869,P62869,ELOB_MOUSE,reviewed,Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2),Elob Tceb2,Mus musculus (Mouse),118
P83940,P83940,ELOC_MOUSE,reviewed,Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1),Eloc Tceb1,Mus musculus (Mouse),112
Q8C7X2,Q8C7X2,EMC1_MOUSE,reviewed,ER membrane protein complex subunit 1,Emc1 Kiaa0090,Mus musculus (Mouse),997
Q9CRD2,Q9CRD2,EMC2_MOUSE,reviewed,ER membrane protein complex subunit 2 (Tetratricopeptide repeat protein 35) (TPR repeat protein 35),Emc2 Kiaa0103 Ttc35,Mus musculus (Mouse),297
Q99KI3,Q99KI3,EMC3_MOUSE,reviewed,ER membrane protein complex subunit 3 (Transmembrane protein 111),Emc3 Tmem111,Mus musculus (Mouse),261
O70378,O70378,EMC8_MOUSE,reviewed,ER membrane protein complex subunit 8 (Neighbor of COX4),Emc8 Cox4al Cox4nb Noc4,Mus musculus (Mouse),207
P17182,P17182,ENOA_MOUSE,reviewed,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE),Eno1 Eno-1,Mus musculus (Mouse),434
P08113,P08113,ENPL_MOUSE,reviewed,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96),Hsp90b1 Grp94 Tra-1 Tra1,Mus musculus (Mouse),802
P06802,P06802,ENPP1_MOUSE,reviewed,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Lymphocyte antigen 41) (Ly-41) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Cleaved into: Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form] [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]",Enpp1 Npps Pc1 Pdnp1,Mus musculus (Mouse),906
Q9WUZ9,Q9WUZ9,ENTP5_MOUSE,reviewed,Ectonucleoside triphosphate diphosphohydrolase 5 (NTPDase 5) (EC 3.6.1.6) (CD39 antigen-like 4) (ER-UDPase) (Guanosine-diphosphatase ENTPD5) (GDPase ENTPD5) (EC 3.6.1.42) (Nucleoside diphosphatase) (Uridine-diphosphatase ENTPD5) (UDPase ENTPD5),Entpd5 Cd39l4,Mus musculus (Mouse),427
P48193,P48193,EPB41_MOUSE,reviewed,Protein 4.1 (P4.1) (4.1R) (Band 4.1) (Erythrocyte membrane protein band 4.1),Epb41 Epb4.1 Kiaa4056,Mus musculus (Mouse),858
Q8R0W0,Q8R0W0,EPIPL_MOUSE,reviewed,Epiplakin,Eppk1 EPPK,Mus musculus (Mouse),6548
Q99KN9,Q99KN9,EPN4_MOUSE,reviewed,Clathrin interactor 1 (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR),Clint1 Enth Epn4 Epnr Kiaa0171,Mus musculus (Mouse),631
Q9EQH2,Q9EQH2,ERAP1_MOUSE,reviewed,Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase),Erap1 Appils Arts1,Mus musculus (Mouse),930
Q8BWY3,Q8BWY3,ERF1_MOUSE,reviewed,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1),Etf1,Mus musculus (Mouse),437
Q8R050,Q8R050,ERF3A_MOUSE,reviewed,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog),Gspt1 Erf3a,Mus musculus (Mouse),636
Q71KT5,Q71KT5,ERG24_MOUSE,reviewed,Delta(14)-sterol reductase TM7SF2 (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2),Tm7sf2,Mus musculus (Mouse),418
Q9ERY9,Q9ERY9,ERG28_MOUSE,reviewed,Ergosterol biosynthetic protein 28 homolog,Erg28 Orf11,Mus musculus (Mouse),140
Q9DC16,Q9DC16,ERGI1_MOUSE,reviewed,Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32),Ergic1 Ergic32,Mus musculus (Mouse),290
P84089,P84089,ERH_MOUSE,reviewed,Enhancer of rudimentary homolog (Mer),Erh,Mus musculus (Mouse),104
Q91X78,Q91X78,ERLN1_MOUSE,reviewed,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04 homolog) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),Erlin1 Keo4 Spfh1,Mus musculus (Mouse),348
Q8BFZ9,Q8BFZ9,ERLN2_MOUSE,reviewed,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),Erlin2 Spfh2,Mus musculus (Mouse),340
Q8R180,Q8R180,ERO1A_MOUSE,reviewed,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha),Ero1a Ero1l,Mus musculus (Mouse),464
Q8R2E9,Q8R2E9,ERO1B_MOUSE,reviewed,ERO1-like protein beta (ERO1-L-beta) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase beta) (Endoplasmic reticulum oxidoreductin-1-like protein B) (Oxidoreductin-1-L-beta),Ero1b Ero1lb,Mus musculus (Mouse),467
P57759,P57759,ERP29_MOUSE,reviewed,Endoplasmic reticulum resident protein 29 (ERp29),Erp29,Mus musculus (Mouse),262
Q9D1Q6,Q9D1Q6,ERP44_MOUSE,reviewed,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),Erp44 Kiaa0573 Txndc4,Mus musculus (Mouse),406
Q99K30,Q99K30,ES8L2_MOUSE,reviewed,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),Eps8l2 Eps8r2,Mus musculus (Mouse),729
P23953,P23953,EST1C_MOUSE,reviewed,Carboxylesterase 1C (EC 3.1.1.1) (Liver carboxylesterase N) (Lung surfactant convertase) (PES-N),Ces1c Es1,Mus musculus (Mouse),554
Q8VCT4,Q8VCT4,EST1D_MOUSE,reviewed,Carboxylesterase 1D (Carboxylesterase 3) (EC 3.1.1.1) (EC 3.1.1.67) (Fatty acid ethyl ester synthase) (FAEE synthase) (Triacylglycerol hydrolase) (TGH),Ces1d Ces1 Ces3,Mus musculus (Mouse),565
Q64176,Q64176,EST1E_MOUSE,reviewed,Carboxylesterase 1E (EC 3.1.1.1) (Egasyn) (Liver carboxylesterase 22) (Es-22) (Esterase-22),Ces1e Es22,Mus musculus (Mouse),562
Q91WU0,Q91WU0,EST1F_MOUSE,reviewed,Carboxylesterase 1F (EC 3.1.1.1) (Carboxylic ester hydrolase) (Triacylglycerol hydrolase 2) (TGH-2),Ces1f CesML1,Mus musculus (Mouse),561
Q8VCC2,Q8VCC2,EST1_MOUSE,reviewed,Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase) (Carboxylesterase 1G) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13) (ES-x),Ces1 Ces1g,Mus musculus (Mouse),565
Q8QZR3,Q8QZR3,EST2A_MOUSE,reviewed,Pyrethroid hydrolase Ces2a (EC 3.1.1.88) (Carboxylic ester hydrolase 2A) (EC 3.1.1.-) (carboxylesterase 2A),Ces2a Ces6,Mus musculus (Mouse),558
Q91WG0,Q91WG0,EST2C_MOUSE,reviewed,Acylcarnitine hydrolase (ACH M1) (EC 3.1.1.28) (Carboxylesterase 2) (CES 2) (Carboxylic ester hydrolase) (EC 3.1.1.-) (Peroxisome proliferator-inducible acylcarnitine hydrolase),Ces2c Ces2,Mus musculus (Mouse),561
Q8BK48,Q8BK48,EST2E_MOUSE,reviewed,Pyrethroid hydrolase Ces2e (EC 3.1.1.88) (Carboxylic ester hydrolase) (EC 3.1.1.-) (carboxylesterase 2E),Ces2e Ces5,Mus musculus (Mouse),559
Q63880,Q63880,EST3A_MOUSE,reviewed,Carboxylesterase 3A (EC 3.1.1.1) (ES-male) (Liver carboxylesterase 31) (Esterase-31),Ces3a Es31,Mus musculus (Mouse),571
Q8VCU1,Q8VCU1,EST3B_MOUSE,reviewed,Carboxylesterase 3B (EC 3.1.1.1) (Liver carboxylesterase 31-like),Ces3b Gm4738,Mus musculus (Mouse),571
Q9R0P3,Q9R0P3,ESTD_MOUSE,reviewed,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase 10) (Esterase D) (Sid 478),Esd Es10 Sid478,Mus musculus (Mouse),282
Q3U7R1,Q3U7R1,ESYT1_MOUSE,reviewed,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),Esyt1 Fam62a Mbc2,Mus musculus (Mouse),1092
Q99LC5,Q99LC5,ETFA_MOUSE,reviewed,"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)",Etfa,Mus musculus (Mouse),333
Q9DCW4,Q9DCW4,ETFB_MOUSE,reviewed,Electron transfer flavoprotein subunit beta (Beta-ETF),Etfb,Mus musculus (Mouse),255
Q921G7,Q921G7,ETFD_MOUSE,reviewed,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)",Etfdh,Mus musculus (Mouse),616
Q9DCM0,Q9DCM0,ETHE1_MOUSE,reviewed,"Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1 homolog) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)",Ethe1 Hsco,Mus musculus (Mouse),254
Q61545,Q61545,EWS_MOUSE,reviewed,RNA-binding protein EWS,Ewsr1 Ews Ewsh,Mus musculus (Mouse),655
P26040,P26040,EZRI_MOUSE,reviewed,Ezrin (Cytovillin) (Villin-2) (p81),Ezr Vil2,Mus musculus (Mouse),586
Q99L47,Q99L47,F10A1_MOUSE,reviewed,Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog),St13 Fam10a1 Hip,Mus musculus (Mouse),371
Q6A0A9,Q6A0A9,F120A_MOUSE,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),FAM120A Kiaa0183 Ossa,Mus musculus (Mouse),1112
Q9D6U8,Q9D6U8,F162A_MOUSE,reviewed,Protein FAM162A (E2-induced gene 5 protein homolog) (Growth and transformation-dependent protein) (HGTD-P),Fam162a E2ig5,Mus musculus (Mouse),155
Q9QXD6,Q9QXD6,F16P1_MOUSE,reviewed,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Fructose-1,6-bisphosphatase isozyme 3) (FBPase 3) (Liver FBPase)",Fbp1 Fbp Fbp3,Mus musculus (Mouse),338
P70266,P70266,F261_MOUSE,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (6PF-2-K/Fru-2,6-P2ase 1) (PFK/FBPase 1) (6PF-2-K/Fru-2,6-P2ase liver isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",Pfkfb1,Mus musculus (Mouse),471
Q3TJZ6,Q3TJZ6,FA98A_MOUSE,reviewed,Protein FAM98A,Fam98a,Mus musculus (Mouse),515
P35505,P35505,FAAA_MOUSE,reviewed,Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),Fah,Mus musculus (Mouse),419
O08914,O08914,FAAH1_MOUSE,reviewed,Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1),Faah Faah1,Mus musculus (Mouse),579
Q8R3F5,Q8R3F5,FABD_MOUSE,reviewed,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)",Mcat Mt,Mus musculus (Mouse),381
P04117,P04117,FABP4_MOUSE,reviewed,"Fatty acid-binding protein, adipocyte (3T3-L1 lipid-binding protein) (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (A-FABP) (AFABP) (Fatty acid-binding protein 4) (Myelin P2 protein homolog) (P15) (P2 adipocyte protein) (Protein 422)",Fabp4 Ap2,Mus musculus (Mouse),132
Q05816,Q05816,FABP5_MOUSE,reviewed,"Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal) (Keratinocyte lipid-binding protein) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)",Fabp5 Fabpe Klbp Mal1,Mus musculus (Mouse),135
P12710,P12710,FABPL_MOUSE,reviewed,"Fatty acid-binding protein, liver (14 kDa selenium-binding protein) (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)",Fabp1 Fabpl,Mus musculus (Mouse),127
Q80W54,Q80W54,FACE1_MOUSE,reviewed,CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog),Zmpste24 Face1,Mus musculus (Mouse),475
Q8R123,Q8R123,FAD1_MOUSE,reviewed,FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region],Flad1,Mus musculus (Mouse),492
Q9Z0R9,Q9Z0R9,FADS2_MOUSE,reviewed,Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2),Fads2 Fadsd2,Mus musculus (Mouse),444
Q3TDN2,Q3TDN2,FAF2_MOUSE,reviewed,FAS-associated factor 2 (UBX domain-containing protein 8),Faf2 Kiaa0887 Ubxd8,Mus musculus (Mouse),445
Q8R0F8,Q8R0F8,FAHD1_MOUSE,reviewed,"Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112)",Fahd1 MNCb-4134,Mus musculus (Mouse),227
Q3TC72,Q3TC72,FAHD2_MOUSE,reviewed,Fumarylacetoacetate hydrolase domain-containing protein 2A (EC 3.-.-.-),Fahd2 Fahd2a,Mus musculus (Mouse),313
P19096,P19096,FAS_MOUSE,reviewed,Fatty acid synthase (EC 2.3.1.85) (Type I Fatty Acid Synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)],Fasn,Mus musculus (Mouse),2504
P35550,P35550,FBRL_MOUSE,reviewed,rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase) (Nucleolar protein 1) (U6 snRNA 2'-O-methyltransferase fibrillarin),Fbl,Mus musculus (Mouse),327
P23591,P23591,FCL_MOUSE,reviewed,"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Transplantation antigen P35B) (Tum-P35B antigen)",Gfus P35b Tsta3 Tstap35b,Mus musculus (Mouse),321
P53798,P53798,FDFT_MOUSE,reviewed,Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase),Fdft1 Erg9,Mus musculus (Mouse),416
Q8CIB5,Q8CIB5,FERM2_MOUSE,reviewed,Fermitin family homolog 2 (Kindlin-2) (Pleckstrin homology domain-containing family C member 1),Fermt2 Plekhc1,Mus musculus (Mouse),680
A2AJL3,A2AJL3,FGGY_MOUSE,reviewed,FGGY carbohydrate kinase domain-containing protein (D-ribulokinase FGGY) (EC 2.7.1.47),Fggy,Mus musculus (Mouse),552
E9PV24,E9PV24,FIBA_MOUSE,reviewed,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],Fga,Mus musculus (Mouse),789
Q8K0E8,Q8K0E8,FIBB_MOUSE,reviewed,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],Fgb,Mus musculus (Mouse),481
Q8VCM7,Q8VCM7,FIBG_MOUSE,reviewed,Fibrinogen gamma chain,Fgg,Mus musculus (Mouse),436
P11276,P11276,FINC_MOUSE,reviewed,Fibronectin (FN) [Cleaved into: Anastellin],Fn1,Mus musculus (Mouse),2477
Q9CQ92,Q9CQ92,FIS1_MOUSE,reviewed,Mitochondrial fission 1 protein (FIS1 homolog) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11),Fis1 Ttc11,Mus musculus (Mouse),152
P59266,P59266,FITM2_MOUSE,reviewed,Acyl-coenzyme A diphosphatase FITM2 (EC 3.6.1.-) (Fat storage-inducing transmembrane protein 2) (Fat-inducing protein 2),Fitm2 Fit2,Mus musculus (Mouse),262
P26883,P26883,FKB1A_MOUSE,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase),Fkbp1a Fkbp1,Mus musculus (Mouse),108
P45878,P45878,FKBP2_MOUSE,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase),Fkbp2 Fkbp13,Mus musculus (Mouse),140
Q62446,Q62446,FKBP3_MOUSE,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase),Fkbp3 Fkbp25,Mus musculus (Mouse),224
P30416,P30416,FKBP4_MOUSE,reviewed,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",Fkbp4 Fkpb52,Mus musculus (Mouse),458
