,,,,,,,,,,,,E(t)=1-exp(-k0(t-t0)),,,,,
P53395,9,5,0,0.0185783,0.0654035,0.0824858,0.35807,0.733393,0.957394,0.975,1,0.680357,0.154391,0.993324,,ODB2_MOUSE,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)"
P53657,17,15,0,0.0615182,0.19537,0.446831,0.738337,0.928668,0.988662,0.986446,0.994549,0.256019,0.341677,0.999616,,KPYR_MOUSE,Pyruvate kinase PKLR (EC 2.7.1.40) (L-PK) (Pyruvate kinase isozymes L/R)
P53986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MOT1_MOUSE,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1)
P53994,7,3,0,0,0.289634,0.520528,0.887905,0.986934,0.939412,0.96685,0.995182,0.38195,0.515907,0.998234,,RAB2A_MOUSE,Ras-related protein Rab-2A
P53996,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,CNBP_MOUSE,CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9)
P54071,13,6,0,0,0.0610305,0.0831973,0.312679,0.629757,0.895636,0.974008,0.988558,0.708231,0.129233,0.99658,,IDHP_MOUSE,"Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)"
P54775,2,1,0,0,0,0.473866,0.740768,1,1,0.978937,1,0.327078,0.326849,0.986014,,PRS6B_MOUSE,26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (CIP21) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)
P54869,32,24,0,0.0157823,0.107494,0.296944,0.645887,0.94681,0.975277,0.994389,0.972246,0.485511,0.285157,0.997416,,HMCS2_MOUSE,"Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)"
P55050,3,1,0,0,0,0,0.527865,0.815871,0.839428,0.97897,1,0.581665,0.164845,0.975276,,FABPI_MOUSE,"Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)"
P55096,23,19,0,0.0274034,0.136476,0.350025,0.787378,0.960723,0.978797,0.992963,0.993931,0.44818,0.353828,0.996494,,ABCD3_MOUSE,ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (68 kDa peroxisomal membrane protein) (PMP68) (70 kDa peroxisomal membrane protein) (PMP70)
P55258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,RAB8A_MOUSE,Ras-related protein Rab-8A (Oncogene c-mel)
P55264,17,14,0,0.0414326,0.113732,0.273601,0.632057,0.873063,0.994071,0.991354,0.996368,0.395237,0.251879,0.998038,,ADK_MOUSE,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)
P56135,3,2,0,0.00167158,0.0602213,0.135237,0.358583,0.747976,0.947539,0.997801,1,0.66599,0.160497,0.996083,,ATPK_MOUSE,"ATP synthase subunit f, mitochondrial (ATP synthase membrane subunit f)"
P56376,1,1,0,0,0,0.59773,0.899311,0.950267,1,1,1,0.296688,0.408364,0.978619,,ACYP1_MOUSE,"Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)"
P56380,3,1,0,0,0,0,0,1,0.842144,1,0.945084,1.2352,0.14919,0.912775,,AP4A_MOUSE,"Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)"
P56391,5,4,0,0,0.0291887,0.0866724,0.232164,0.645585,0.948638,0.962601,0.98731,0.878128,0.131299,0.991326,,CX6B1_MOUSE,Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)
P56395,4,4,0,0.021428,0.166508,0.273163,0.595477,0.885026,0.999491,0.998314,0.99808,0.356952,0.246444,0.998547,,CYB5_MOUSE,Cytochrome b5
P56399,11,8,0,0,0.0745051,0.281012,0.653715,0.944113,0.981182,0.981617,0.995401,0.569902,0.289222,0.996968,,UBP5_MOUSE,Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)
P56480,39,33,0,0.0339534,0.066905,0.180196,0.388172,0.686755,0.894921,0.964362,0.974277,0.380778,0.141712,0.999054,,ATPB_MOUSE,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)"
P56565,1,1,0,0,0,0.416561,0.923013,0.963692,0.983653,1,0.992218,0.341365,0.362891,0.978561,,S10A1_MOUSE,Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1)
P56593,18,12,0,0.0433835,0.310991,0.749,0.914301,0.909493,0.968977,0.975032,0.984425,0.348496,0.710758,0.99693,,CP2AC_MOUSE,Cytochrome P450 2A12 (EC 1.14.14.1) (CYPIIA12) (Steroid hormones 7-alpha-hydroxylase) (Testosterone 7-alpha-hydroxylase)
P56654,2,1,0,0,0.291238,0.679082,0.867982,0.938425,1,0.990678,0.977714,0.389604,0.627466,0.99871,,CP237_MOUSE,Cytochrome P450 2C37 (EC 1.14.14.1) (CYPIIC37)
P56656,5,2,0,0,0,1,1,0.820014,1,0.730896,0.998026,0.518104,0.848983,0.942939,,CP239_MOUSE,Cytochrome P450 2C39 (EC 1.14.14.1) (CYPIIC39)
P56657,12,7,0,0.0741817,0.623067,0.888096,0.957279,0.98856,0.973774,0.973877,0.98393,0.32165,1.38872,0.999434,,CP240_MOUSE,Cytochrome P450 2C40 (EC 1.14.14.-) (CYPIIC40)
P57759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,ERP29_MOUSE,Endoplasmic reticulum resident protein 29 (ERp29)
P57776,6,6,0,0.0045461,0.0977952,0.273196,0.439179,0.753334,0.957374,0.980266,0.96948,0.370747,0.176702,0.99916,,EF1D_MOUSE,Elongation factor 1-delta (EF-1-delta)
P57780,30,21,0,0.0170924,0.113682,0.260327,0.61069,0.869398,0.939766,0.961239,0.96547,0.43945,0.242618,0.997591,,ACTN4_MOUSE,Alpha-actinin-4 (Non-muscle alpha-actinin 4)
P58044,8,3,0,0.056908,0.776219,0.825231,0.936411,0.966233,0.991128,1,0.995156,0.345382,1.97608,0.99589,,IDI1_MOUSE,Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)
P58252,56,34,0,0.0224499,0.267717,0.488413,0.730961,0.953643,0.983003,0.977945,0.977274,0.267125,0.377411,0.999371,,EF2_MOUSE,Elongation factor 2 (EF-2)
P58710,16,12,0,0.0172866,0.289821,0.61645,0.893944,0.954447,0.98892,0.976535,0.977833,0.364662,0.577663,0.999435,,GGLO_MOUSE,L-gulonolactone oxidase (LGO) (EC 1.1.3.8) (L-gulono-gamma-lactone oxidase) (GLO)
P58735,3,1,0,0,0,0.678323,1,0.98181,1,1,1,0.284563,0.477354,0.970358,,S26A1_MOUSE,Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1)
P59999,6,5,0,0,0,0.0814302,0.368582,0.619827,0.949197,0.980894,0.995654,0.846158,0.141802,0.995359,,ARPC4_MOUSE,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)
P60229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,EIF3E_MOUSE,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (MMTV integration site 6) (Mammary tumor-associated protein INT-6) (Viral integration site protein INT-6) (eIF-3 p48)
P60334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CDO1_MOUSE,Cysteine dioxygenase type 1 (EC 1.13.11.20) (Cysteine dioxygenase type I) (CDO) (CDO-I)
P60335,7,4,0,0,0.161167,0.690165,0.936293,0.9828,1,0.965375,1,0.46764,0.637484,0.994908,,PCBP1_MOUSE,Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1)
P60710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,ACTB_MOUSE,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]"
P60766,2,2,0,0.0733081,0.31876,0.559526,0.853905,0.96465,1,0.926909,0.974667,0.220608,0.480435,0.99869,,CDC42_MOUSE,Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)
P60843,7,4,0,0,0.356618,0.725046,0.920311,0.989837,0.983194,0.980357,0.967945,0.385956,0.756717,0.999527,,IF4A1_MOUSE,Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
P60867,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,RS20_MOUSE,40S ribosomal protein S20
P61022,1,1,0,0,0.390176,0.678462,0.988653,1,1,0.969671,1,0.149796,0.593081,0.99366,,CHP1_MOUSE,Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22) (Sid 470) (p24)
P61027,4,1,0,0,0.979853,0.986392,1,1,1,1,1,0.0863961,1.3727,0.969224,,RAB10_MOUSE,Ras-related protein Rab-10 (EC 3.6.5.2)
P61079,3,1,0,0,0,0,1,1,1,0.992278,1,0.796094,0.357971,0.941744,,UB2D3_MOUSE,Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)
P61082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,UBC12_MOUSE,NEDD8-conjugating enzyme Ubc12 (EC 2.3.2.34) (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 M)
P61089,7,3,0,0.0666253,0.0754203,0.133949,0.417531,0.813196,0.992852,0.993253,0.997007,0.486287,0.176724,0.992029,,UBE2N_MOUSE,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)
P61161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,ARP2_MOUSE,Actin-related protein 2 (Actin-like protein 2)
P61205,8,8,0,0,0.0821787,0.405853,0.686238,0.961426,0.988808,0.977114,0.979963,0.512458,0.334892,0.997835,,ARF3_MOUSE,ADP-ribosylation factor 3
P61211,5,5,0,0,0.129545,0.641611,0.928812,0.972533,0.980932,0.980511,0.987356,0.485522,0.586177,0.994509,,ARL1_MOUSE,ADP-ribosylation factor-like protein 1
P61255,8,4,0,0,0.0303109,0.0798542,0.125183,0.493055,0.865489,0.943626,0.9681,0.993916,0.100577,0.987547,,RL26_MOUSE,60S ribosomal protein L26 (Silica-induced gene 20 protein) (SIG-20)
P61327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MGN_MOUSE,Protein mago nashi homolog
P61358,3,2,0,0,0.120311,0.215444,0.313801,0.614713,0.910956,0.994566,1,0.307297,0.129058,0.99689,,RL27_MOUSE,60S ribosomal protein L27
P61458,5,4,0,0.00637472,0.0876865,0.256933,0.490164,0.840629,0.982929,0.9979,0.999346,0.48911,0.211039,0.998723,,PHS_MOUSE,Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)
P61514,3,1,0,0,0,0.159935,0.247924,0.409148,0.435797,0.84257,0.923769,0.114014,0.0601894,0.972471,,RL37A_MOUSE,60S ribosomal protein L37a
P61620,4,1,0,0,0.118092,0.47403,0.582718,0.826296,1,1,1,0.325767,0.26592,0.995474,,S61A1_MOUSE,Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)
P61750,3,2,0,0.092843,0.160972,0.718888,0.985849,1,0.989788,1,1,0.363471,0.637199,0.990822,,ARF4_MOUSE,ADP-ribosylation factor 4
P61804,3,1,0,0,0,0.204126,0.368251,0.611891,0.956572,0.990396,1,0.430824,0.136386,0.994615,,DAD1_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1)
P61922,20,16,0,0.0127267,0.0735224,0.121032,0.461351,0.791382,0.931613,0.964633,0.944764,0.595561,0.177307,0.994675,,GABT_MOUSE,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)"
P61924,3,2,0,0,0,0.253182,0.64268,0.969737,0.975588,0.993592,1,0.685908,0.288702,0.99314,,COPZ1_MOUSE,Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-1 COP)
P61961,1,1,0,0,0.288815,0.552685,0.808888,0.967521,1,0.965683,1,0.15573,0.411421,0.997152,,UFM1_MOUSE,Ubiquitin-fold modifier 1
P61967,1,1,0,0,0,0,1,0.837277,0.93119,0.945034,1,0.488085,0.271057,0.927888,,AP1S1_MOUSE,AP-1 complex subunit sigma-1A (Adaptor protein complex AP-1 subunit sigma-1A) (Adaptor-related protein complex 1 subunit sigma-1A) (Clathrin assembly protein complex 1 sigma-1A small chain) (Clathrin coat assembly protein AP19) (Golgi adaptor HA1/AP1 adaptin sigma-1A subunit) (HA1 19 kDa subunit) (Sigma 1a subunit of AP-1 clathrin) (Sigma-adaptin 1A) (Sigma1A-adaptin)
P61971,3,3,0,0,0.085108,0.0934177,0.187834,0.831624,0.931659,0.903963,0.99878,0.771653,0.146431,0.974502,,NTF2_MOUSE,Nuclear transport factor 2 (NTF-2)
P61979,10,8,0,0.00577556,0.216625,0.465153,0.888357,0.885828,0.983502,0.992569,0.989332,0.409333,0.448332,0.996446,,HNRPK_MOUSE,Heterogeneous nuclear ribonucleoprotein K (hnRNP K)
P61982,6,2,0,0,0,0,0,0.892748,0.860602,0.92984,0.998501,1.26509,0.134781,0.932294,,1433G_MOUSE,"14-3-3 protein gamma [Cleaved into: 14-3-3 protein gamma, N-terminally processed]"
P62075,8,3,0,0,0,0.069012,0.360815,0.868753,0.988103,1,1,0.91103,0.187016,0.985936,,TIM13_MOUSE,Mitochondrial import inner membrane translocase subunit Tim13
P62077,2,1,0,0,0,0,0.63883,0.878083,1,1,0.979178,0.570275,0.207065,0.969492,,TIM8B_MOUSE,Mitochondrial import inner membrane translocase subunit Tim8 B (Deafness dystonia protein 2 homolog)
P62082,7,1,0,0,0.301316,0.157327,0.353378,0.611871,0.874058,0.978968,1,-0.148446,0.119694,0.986746,,RS7_MOUSE,40S ribosomal protein S7
P62192,4,2,0,0,0.114271,0.242281,0.499409,0.789049,0.870622,0.938241,0.978231,0.358976,0.182131,0.997399,,PRS4_MOUSE,26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)
P62204,7,2,0,0.00507415,0.075989,0.272876,0.528892,0.852488,0.968028,0.994481,0.99961,0.504509,0.224301,0.99904,,CALM1_MOUSE,Calmodulin-1
P62242,9,7,0,0.00244793,0.0858465,0.14003,0.210945,0.534407,0.855395,0.978267,0.996035,0.570641,0.107613,0.993558,,RS8_MOUSE,40S ribosomal protein S8
P62245,7,3,0,0,0,0,0.065308,0.422121,0.738086,0.924313,0.986308,1.41068,0.0856669,0.983329,,RS15A_MOUSE,40S ribosomal protein S15a
P62259,11,4,0,0.0136177,0.115976,0.299235,0.736393,0.918323,0.980546,0.981714,0.981236,0.488842,0.312108,0.996552,,1433E_MOUSE,14-3-3 protein epsilon (14-3-3E)
P62264,10,8,0,0,0.0338869,0.169635,0.324551,0.575024,0.876032,0.963066,0.990656,0.564674,0.121851,0.999006,,RS14_MOUSE,40S ribosomal protein S14
P62267,3,2,0,0.008244,0.0296952,0.06213,0.111777,0.346069,0.684929,0.824931,0.906885,0.944255,0.0693134,0.993289,,RS23_MOUSE,40S ribosomal protein S23
P62270,7,6,0,0,0.0363208,0.114455,0.218259,0.493677,0.872309,0.977517,0.997491,0.7919,0.107706,0.993274,,RS18_MOUSE,40S ribosomal protein S18 (Ke-3) (Ke3)
P62274,2,1,0,0,0,0,0.118747,0.563184,0.836397,1,0.981273,0.918343,0.101982,0.977469,,RS29_MOUSE,40S ribosomal protein S29
P62281,8,6,0,0,0.0172088,0.0730927,0.101396,0.534951,0.82962,0.97485,0.997586,1.07498,0.103283,0.984991,,RS11_MOUSE,40S ribosomal protein S11
P62301,3,3,0,0,0.074145,0.146809,0.228802,0.501637,0.852082,0.982981,1,0.577463,0.106069,0.994036,,RS13_MOUSE,40S ribosomal protein S13
P62305,2,2,0,0,0,0,0.368204,0.594536,0.834597,0.976272,1,0.938771,0.124746,0.991768,,RUXE_MOUSE,Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)
P62307,2,1,0,0,0,0,0,0.723543,1,0.972263,0.720334,0.963231,0.113357,0.915808,,RUXF_MOUSE,Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)
P62315,2,1,0,0,0,0,0.302721,0.527237,0.83228,0.909301,0.962462,0.697904,0.101362,0.990868,,SMD1_MOUSE,Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)
P62317,4,4,0,0,0,0,0.126102,0.510106,0.884887,0.962289,0.985988,1.26978,0.106466,0.983799,,SMD2_MOUSE,Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)
P62331,7,5,0,0,0.00826174,0.0819421,0.219638,0.523828,0.834868,0.964027,0.998025,0.916002,0.107369,0.995436,,ARF6_MOUSE,ADP-ribosylation factor 6
P62342,1,1,0,0,0,0,0,0.276773,0.449618,0.664266,0.733272,1.21762,0.0425292,0.983016,,SELT_MOUSE,Thioredoxin reductase-like selenoprotein T (SelT) (EC 1.8.1.9)
P62702,17,2,0,0,0,0,0.906944,0.878659,1,0.979072,0.991666,0.809458,0.306537,0.95387,,RS4X_MOUSE,"40S ribosomal protein S4, X isoform"
P62717,4,3,0,0,0.036514,0.122496,0.188384,0.473772,0.84601,0.986555,0.98267,0.800758,0.102429,0.991605,,RL18A_MOUSE,60S ribosomal protein L18a
P62746,1,1,0,0,0,0.474831,0.896293,1,1,0.999179,0.985276,0.327663,0.376468,0.980418,,RHOB_MOUSE,Rho-related GTP-binding protein RhoB
P62751,9,6,0,0,0.0285023,0.0603586,0.140971,0.476552,0.843363,0.956898,0.978036,1.02921,0.0993125,0.989041,,RL23A_MOUSE,60S ribosomal protein L23a
P62754,6,2,0,0.00982,0.0706236,0.143806,0.286716,0.479386,0.828182,0.956052,0.990544,0.437336,0.101893,0.997004,,RS6_MOUSE,40S ribosomal protein S6 (Phosphoprotein NP33)
P62774,3,2,0,0,0.28983,0.55697,0.8295,0.952346,1,1,0.979239,0.357405,0.495418,0.9997,,MTPN_MOUSE,Myotrophin (Granule cell differentiation protein) (Protein V-1)
P62806,10,3,0,0,0,0,0.0405428,0.0835942,0.163648,0.256806,0.402269,1.50601,0.0147079,0.986159,,H4_MOUSE,Histone H4
P62821,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,RAB1A_MOUSE,Ras-related protein Rab-1A (EC 3.6.5.2) (YPT1-related protein)
P62827,5,4,0,0.10984,0.240267,0.392813,0.666142,0.889454,0.985364,0.992186,0.998101,-0.0261469,0.264951,0.999819,,RAN_MOUSE,GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)
P62830,5,5,0,0.00240214,0.0370501,0.108458,0.187746,0.478083,0.870413,0.974529,0.996581,0.836656,0.10454,0.990873,,RL23_MOUSE,60S ribosomal protein L23
P62835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,RAP1A_MOUSE,Ras-related protein Rap-1A (EC 3.6.5.2) (Ras-related protein Krev-1)
P62843,9,3,0,0,0.146981,0.115823,0.176904,0.534637,0.855941,0.997634,0.957981,0.485066,0.104046,0.98687,,RS15_MOUSE,40S ribosomal protein S15 (RIG protein)
P62849,5,2,0,0.00525265,0.0822213,0.19381,0.339366,0.530382,0.854855,0.953637,0.994428,0.282634,0.112076,0.998469,,RS24_MOUSE,40S ribosomal protein S24
P62852,3,2,0,0,0.04027,0.0747575,0.129439,0.485638,0.945118,0.965197,1,1.01719,0.108682,0.980353,,RS25_MOUSE,40S ribosomal protein S25
P62855,2,1,0,0,0.0972917,0.188977,0.323065,0.476825,0.919346,0.95925,0.991528,0.223511,0.109908,0.992618,,RS26_MOUSE,40S ribosomal protein S26
P62858,1,1,0,0,0,0.0674765,0.230733,0.499619,0.824853,0.9396,0.988875,0.677159,0.098505,0.993654,,RS28_MOUSE,40S ribosomal protein S28
P62862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,RS30_MOUSE,40S ribosomal protein S30
P62869,1,1,0,0,0,0.600597,0.772029,1,1,1,0.984161,0.294516,0.371978,0.981219,,ELOB_MOUSE,Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)
P62880,6,3,0,0,0.120915,0.514193,0.665114,0.887932,0.975259,0.966568,0.954749,0.399783,0.335976,0.995692,,GBB2_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2)
P62889,6,6,0,0.00239832,0.0153991,0.0347147,0.229658,0.51521,0.875086,0.976866,0.995655,1.00369,0.111066,0.992237,,RL30_MOUSE,60S ribosomal protein L30
P62892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,RL39_MOUSE,60S ribosomal protein L39
P62897,7,5,0,0,0.0184725,0.114966,0.273775,0.607853,0.929386,0.987167,0.993317,0.811775,0.129948,0.99534,,CYC_MOUSE,"Cytochrome c, somatic"
P62900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,RL31_MOUSE,60S ribosomal protein L31
P62908,19,10,0,0,0.0278017,0.0733103,0.15685,0.54321,0.882318,0.982092,0.971329,0.978855,0.110011,0.988829,,RS3_MOUSE,40S ribosomal protein S3 (EC 4.2.99.18)
P62911,6,4,0,0,0.0696019,0.146969,0.230882,0.451612,0.763138,0.960877,0.992253,0.495189,0.0928305,0.994944,,RL32_MOUSE,60S ribosomal protein L32
P62918,4,1,0,0,0,0.48673,0.681582,0.759491,0.967545,1,1,0.495131,0.293163,0.987087,,RL8_MOUSE,60S ribosomal protein L8
P62960,1,1,0,0,0.234875,0.664362,0.888882,1,1,1,0.990534,0.187888,0.48948,0.99333,,YBOX1_MOUSE,Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)
P62962,9,3,0,0,0.128927,0.27175,0.567547,0.857558,0.961486,0.983471,0.998434,0.435532,0.233417,0.999384,,PROF1_MOUSE,Profilin-1 (Profilin I)
P62983,1,1,0,0,0,0,0.200144,0.490748,0.787078,1,1,0.850405,0.096986,0.985264,,RS27A_MOUSE,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]
P62991,3,2,0,0.105915,0.853233,0.94612,0.999083,1,0.991348,1,0.998498,0.340284,2.83942,0.999681,,UBB_MOUSE,Polyubiquitin-B [Cleaved into: Ubiquitin]
P63001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,RAC1_MOUSE,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (p21-Rac1)
P63017,24,19,0,0.0385525,0.295949,0.552008,0.818498,0.945517,0.970756,0.977138,0.967387,0.274564,0.461367,0.999338,,HSP7C_MOUSE,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8)
P63028,9,4,0,0.0399759,0.556789,0.677678,0.894063,0.958432,0.977965,0.974478,0.991593,0.265165,0.794849,0.9954,,TCTP_MOUSE,Translationally-controlled tumor protein (TCTP) (21 kDa polypeptide) (p21) (p23)
P63030,7,4,0,0.00790355,0.0288097,0.161791,0.430343,0.884192,0.983054,0.997076,0.958249,0.710908,0.203608,0.992183,,MPC1_MOUSE,Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein)
P63037,3,1,0,0.15611,0.631324,0.768567,0.846211,0.897596,0.74853,0.608951,0.536556,0.132687,0.885266,0.920819,,DNJA1_MOUSE,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2)
P63038,34,20,0,0.0177084,0.0542012,0.0829869,0.280469,0.65648,0.907555,0.96145,0.969138,0.701966,0.129026,0.994266,,CH60_MOUSE,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)"
P63073,1,1,0,0,0,0,0,0.879172,0.988763,1,0.914242,0.921413,0.133655,0.921465,,IF4E_MOUSE,Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (mRNA cap-binding protein) (eIF-4F 25 kDa subunit)
P63087,1,1,0,0,0.460849,0.770404,0.953991,0.974621,1,1,0.962428,0.132337,0.672608,0.993158,,PP1G_MOUSE,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)
P63101,11,1,0,0,0.100742,0.238928,0.472703,0.739228,0.953862,0.987901,0.998881,0.251435,0.169581,0.999,,1433Z_MOUSE,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1) (SEZ-2)
P63158,5,4,0,0.00446275,0.0807878,0.194913,0.495381,0.790783,0.893355,0.978522,0.986403,0.497294,0.185073,0.997932,,HMGB1_MOUSE,High mobility group protein B1 (High mobility group protein 1) (HMG-1)
